num_one,num_two,num_three,disc_one,disc_two,disc_three,label_sitting
1.000546,0.000981,0.000351,0,0,1,1
1.001209,0.001002,-0.000641,0,0,1,1
1.001273,0.000934,-0.000434,0,0,1,1
1.001343,0.000975,0.000341,0,0,1,1
1.00132,0.000959,-0.000487,0,0,1,1
1.001401,0.000953,-0.000194,0,0,1,1
1.001283,0.000973,-0.00095,0,0,1,1
1.001288,0.001,0.000245,0,0,1,1
1.001236,0.00101,-0.00041,0,0,1,1
1.001652,0.000929,-0.000481,0,0,1,1
1.001486,0.001002,-0.000718,0,0,1,1
1.00168,0.000928,0.000201,0,0,1,1
1.001381,0.000951,0.000453,0,0,1,1
1.001206,0.000919,0.000262,0,0,1,1
1.001214,0.000942,-0.000477,0,0,1,1
1.001004,0.000969,-0.000593,0,0,1,1
1.001158,0.000963,-0.000461,0,0,1,1
1.001255,0.000937,0.000422,0,0,1,1
1.001153,0.000974,-0.000412,0,0,1,1
1.001305,0.000968,-0.000394,0,0,1,1
1.001354,0.000919,-0.000194,0,0,1,1
1.003872,0.060883,-0.061129,0,0,1,1
0.999355,0.01844,0.012322,0,0,1,1
0.999214,0.00968,-0.007098,0,0,1,1
1.001075,0.001721,0.001723,0,0,1,1
1.001064,0.001032,0.000845,0,0,1,1
1.001229,0.00093,-0.000391,0,0,1,1
1.001124,0.000962,0.000281,0,0,1,1
1.001027,0.000977,0.000618,0,0,1,1
1.002047,0.019636,0.059252,0,0,1,1
1.00115,0.000932,-0.000565,0,0,1,1
1.001035,0.001013,-0.000533,0,0,1,1
1.004596,0.068831,0.138345,0,0,1,1
1.000002,0.039111,0.036214,0,0,1,1
1.001226,0.000942,-0.000517,0,0,1,1
1.001278,0.000951,0.000129,0,0,1,1
1.001257,0.000939,-0.000502,0,0,1,1
1.001211,0.000927,-0.00038,0,0,1,1
1.001193,0.000942,0.000172,0,0,1,1
1.001056,0.001034,-0.000613,0,0,1,1
1.000969,0.00106,-0.000698,0,0,1,1
1.006513,0.106945,0.244947,0,0,1,1
1.000814,0.002807,-0.006133,0,0,1,1
1.00106,0.001548,-0.001555,0,0,1,1
1.010868,0.132872,0.225409,0,0,1,1
1.001381,0.001823,-0.003159,0,0,1,1
1.0013,0.00093,0.000328,0,0,1,1
1.001179,0.000922,-0.000538,0,0,1,1
1.001204,0.000925,-0.000374,0,0,1,1
1.001203,0.000934,-0.000408,0,0,1,1
1.00124,0.000947,0.00039,0,0,1,1
1.001191,0.001496,0.002616,0,0,1,1
1.001214,0.000931,0.000261,0,0,1,1
1.001206,0.000944,0.000441,0,0,1,1
1.001346,0.001269,0.001576,0,0,1,1
1.001351,0.000961,0.000288,0,0,1,1
1.003663,0.064739,0.124281,0,0,1,1
1.008112,0.157649,0.410605,1,0,0,1
1.001147,0.000977,-0.000248,0,0,1,1
1.00104,0.000969,-0.000324,0,0,1,1
1.003206,0.093076,-0.057389,0,0,1,1
1.003902,0.034167,0.015667,0,0,1,1
0.998715,0.05567,0.068595,0,0,1,1
0.997757,0.070021,-0.049825,0,0,1,1
0.999463,0.020259,-0.013649,0,0,1,1
1.001354,0.039168,-0.021455,0,0,1,1
1.001385,0.021725,0.01177,0,0,1,1
1.00163,0.017196,-0.014165,0,0,1,1
1.0013,0.008102,0.01873,0,0,1,1
1.00115,0.001007,-0.000567,0,0,1,1
1.001605,0.001107,0.00015,0,0,1,1
1.001588,0.000982,-0.000481,0,0,1,1
1.001877,0.000936,-0.000538,0,0,1,1
1.001863,0.00101,0.000522,0,0,1,1
1.001826,0.000973,-0.000532,0,0,1,1
1.001402,0.000961,-0.000541,0,0,1,1
1.001397,0.000993,0.000435,0,0,1,1
1.001328,0.001147,-0.001062,0,0,1,1
1.001286,0.000984,-0.000398,0,0,1,1
1.001312,0.001045,-0.000253,0,0,1,1
1.001276,0.000942,-0.000359,0,0,1,1
1.000716,0.051585,0.07211,0,0,1,1
1.001205,0.001341,-0.000969,0,0,1,1
1.001246,0.001202,0.000691,0,0,1,1
1.00153,0.001895,0.00411,0,0,1,1
1.001318,0.002342,-0.002264,0,0,1,1
1.001395,0.007336,0.010204,0,0,1,1
1.001328,0.001171,-0.000489,0,0,1,1
1.001438,0.001445,0.001926,0,0,1,1
1.001224,0.001058,-0.000474,0,0,1,1
1.000387,0.00093,0.000557,0,0,1,1
1.000862,0.000917,-0.000311,0,0,1,1
1.000855,0.001038,-0.000733,0,0,1,1
1.000857,0.000902,-0.000429,0,0,1,1
1.00118,0.0204,0.016887,0,0,1,1
1.00088,0.011117,-0.001094,0,0,1,1
1.005319,0.127173,0.252777,0,0,1,1
1.001238,0.001303,-0.001874,0,0,1,1
1.001501,0.000984,0.000188,0,0,1,1
1.001636,0.001029,0.000221,0,0,1,1
1.001361,0.002377,-0.004082,0,0,1,1
1.001509,0.001021,-0.000329,0,0,1,1
1.001494,0.001002,-0.000338,0,0,1,1
1.001473,0.001008,0.000442,0,0,1,1
1.001451,0.001015,-0.000376,0,0,1,1
1.001473,0.001027,0.000584,0,0,1,1
1.001415,0.000972,-0.000518,0,0,1,1
1.001422,0.001007,-0.000417,0,0,1,1
1.001363,0.001033,-0.000295,0,0,1,1
1.001442,0.000999,0.00033,0,0,1,1
1.001379,0.001188,-0.001627,0,0,1,1
1.000099,0.045893,0.066953,0,0,1,1
1.000293,0.040414,-0.039893,0,0,1,1
1.001322,0.000986,0.000692,0,0,1,1
1.001354,0.000956,0.00032,0,0,1,1
1.001285,0.001006,-0.000493,0,0,1,1
1.001235,0.00098,0.000464,0,0,1,1
1.001121,0.001014,-0.000551,0,0,1,1
1.000975,0.00109,-0.000681,0,0,1,1
1.001158,0.000995,0.000224,0,0,1,1
1.001192,0.000925,-0.000301,0,0,1,1
1.001121,0.000982,-0.000399,0,0,1,1
1.000994,0.000961,-0.00029,0,0,1,1
1.001074,0.000954,-0.000386,0,0,1,1
1.001197,0.00486,0.013993,0,0,1,1
1.001221,0.001026,0.000434,0,0,1,1
1.001156,0.000971,-0.000664,0,0,1,1
1.001171,0.001141,0.001163,0,0,1,1
1.00123,0.000945,-0.000334,0,0,1,1
1.001277,0.001255,0.001402,0,0,1,1
1.005465,0.106412,0.275157,0,0,1,1
1.000246,0.01455,-0.010273,0,0,1,1
1.000526,0.014579,-0.012115,0,0,1,1
1.000734,0.023315,-0.02808,0,0,1,1
1.003988,0.072756,0.14761,0,0,1,1
1.001029,0.000982,-0.000584,0,0,1,1
1.001778,0.001454,-0.001461,0,0,1,1
1.00133,0.001139,-0.000727,0,0,1,1
1.001114,0.0011,-0.000795,0,0,1,1
1.000895,0.001921,-0.003655,0,0,1,1
1.001081,0.001848,-0.003196,0,0,1,1
1.001499,0.012289,0.037193,0,0,1,1
1.001042,0.001042,-0.000646,0,0,1,1
1.000956,0.001064,-0.001005,0,0,1,1
1.001135,0.000959,-0.000202,0,0,1,1
1.001074,0.000963,-0.000436,0,0,1,1
1.001172,0.00098,-0.000459,0,0,1,1
1.00118,0.000965,0.000532,0,0,1,1
1.001207,0.001026,0.000327,0,0,1,1
1.001035,0.000946,0.000262,0,0,1,1
1.00102,0.001005,0.000327,0,0,1,1
1.001138,0.000975,-0.000412,0,0,1,1
1.001111,0.000938,-0.000368,0,0,1,1
1.00101,0.001071,0.001101,0,0,1,1
1.001104,0.000963,-0.00043,0,0,1,1
1.001125,0.001473,0.002728,0,0,1,1
1.001223,0.001154,0.001436,0,0,1,1
1.004967,0.080052,0.116912,0,0,1,1
1.004699,0.083721,0.157448,0,0,1,1
1.002085,0.072338,0.09158,0,0,1,1
1.003171,0.109708,0.14833,0,0,1,1
1.016804,0.157104,0.208871,1,0,0,0
1.066333,0.485243,0.575644,0,0,1,0
1.050746,0.346954,0.450585,0,0,1,0
1.04338,0.321781,0.416133,0,0,1,0
1.060783,0.302892,0.286073,0,0,1,0
1.005504,0.102034,0.100309,0,0,1,0
1.000262,0.011744,0.011107,0,0,1,0
0.998152,0.026053,-0.053715,0,0,1,0
1.004121,0.058506,-0.037494,0,0,1,0
1.001144,0.001201,-0.001045,0,0,1,0
1.00002,0.016929,-0.022636,1,0,0,1
1.000484,0.074806,-0.050768,1,0,0,0
1.00517,0.049333,0.12186,0,0,1,0
1.00184,0.001828,0.00286,0,0,1,0
1.001529,0.00096,0.000283,0,0,1,0
1.001778,0.000932,-0.000288,0,0,1,0
1.001724,0.00099,-0.000487,0,0,1,0
1.001666,0.000981,0.000466,0,0,1,0
1.00165,0.00103,0.000377,0,0,1,0
1.001654,0.000975,-0.000544,0,0,1,0
1.0017,0.000989,-0.000435,0,0,1,0
1.001646,0.000982,-0.000385,0,0,1,0
1.001672,0.000953,0.000416,0,0,1,0
1.001674,0.000941,-0.000374,0,0,1,0
1.001756,0.000939,-0.000432,0,0,1,0
1.001731,0.000973,0.000076,0,0,1,0
1.001739,0.000945,-0.000387,0,0,1,0
1.001722,0.000939,-0.000438,0,0,1,0
1.001699,0.000987,-0.000573,0,0,1,0
1.001327,0.001101,-0.000794,0,0,1,0
1.001745,0.001308,0.001521,0,0,1,0
1.001729,0.000971,-0.000526,0,0,1,0
1.001692,0.000938,-0.000326,0,0,1,0
1.001543,0.001126,-0.000629,0,0,1,0
1.001669,0.00097,0.000412,0,0,1,0
1.001717,0.000952,-0.000394,0,0,1,0
1.021879,0.159123,0.159862,0,0,1,0
0.995296,0.000978,0.000324,0,0,1,0
0.995785,0.000954,-0.000143,0,0,1,0
1.000302,0.020725,0.004726,0,0,1,0
0.999368,0.023131,-0.020918,0,0,1,0
1.003144,0.069883,0.075621,0,0,1,0
1.002727,0.042,0.030396,0,0,1,0
1.004553,0.03832,0.043795,0,0,1,0
1.004544,0.063251,0.151124,0,0,1,0
1.000553,0.024806,-0.031753,0,0,1,0
1.002434,0.063395,0.046628,0,0,1,0
1.004879,0.032235,0.029336,0,0,1,0
1.002626,0.03819,-0.024866,0,0,1,0
1.004793,0.0435,0.047083,0,0,1,0
1.000521,0.064002,0.072699,0,0,1,0
1.00308,0.024023,0.025656,0,0,1,0
1.00366,0.032436,0.028205,0,0,1,0
1.002389,0.035726,-0.014782,0,0,1,0
1.002243,0.03821,0.032221,0,0,1,0
1.002688,0.034895,-0.027551,0,0,1,0
1.001956,0.01973,-0.017489,0,0,1,0
1.00202,0.016425,-0.020343,0,0,1,0
1.002681,0.012453,-0.010101,0,0,1,0
1.005061,0.063378,0.095215,0,0,1,0
1.003052,0.019992,-0.016068,0,0,1,0
1.003213,0.016774,0.01866,0,0,1,0
1.003783,0.070952,0.114765,0,0,1,0
1.002629,0.01752,-0.018941,0,0,1,0
1.004208,0.035815,0.040707,0,0,1,0
1.007743,0.076591,0.110312,0,0,1,0
1.003641,0.026517,0.029214,0,0,1,0
1.004022,0.010438,-0.00534,0,0,1,0
1.004277,0.023242,-0.014822,0,0,1,0
1.004008,0.049348,-0.036248,0,0,1,0
1.007508,0.091218,0.134139,0,0,1,0
1.009284,0.074322,0.087769,1,0,0,0
1.002123,0.016407,-0.014526,1,0,0,0
1.002719,0.021668,-0.022267,0,0,1,0
1.032064,0.202869,0.264952,0,0,1,0
1.00811,0.100824,0.131335,0,0,1,0
1.000735,0.048238,0.048117,1,0,0,0
1.001789,0.015196,-0.014449,0,0,1,0
1.002081,0.014528,-0.015679,0,0,1,0
1.004,0.027972,0.038702,0,0,1,0
1.008448,0.060514,0.094315,0,0,1,0
1.002548,0.038426,0.053259,0,0,1,0
0.996394,0.00771,0.004678,0,0,1,0
0.999104,0.009107,0.006,0,0,1,0
0.999309,0.007586,0.006086,0,0,1,0
0.999384,0.015731,0.01916,0,0,1,0
1.000634,0.009181,0.009821,0,0,1,0
1.000475,0.007623,-0.001673,0,0,1,0
0.997539,0.010856,0.008605,0,0,1,0
0.997002,0.006471,-0.007955,0,0,1,0
0.99819,0.006993,0.002447,0,0,1,0
0.997728,0.013821,0.006457,0,0,1,0
0.997845,0.017303,-0.016548,0,0,1,0
0.998074,0.032151,-0.030611,0,0,1,0
0.998565,0.007855,-0.008261,0,0,1,0
0.998508,0.004724,-0.003852,0,0,1,0
0.998709,0.004732,0.00411,0,0,1,0
0.998594,0.005281,0.002862,0,0,1,0
1.000811,0.012074,0.010856,0,0,1,0
1.007044,0.097415,0.166143,0,0,1,0
1.000225,0.058207,-0.027092,0,0,1,0
1.000233,0.028536,0.022889,0,0,1,0
0.99807,0.01375,-0.011245,0,0,1,0
1.0007,0.012676,0.012748,0,0,1,0
1.002857,0.005946,0.008851,0,0,1,0
1.004568,0.008271,0.004975,0,0,1,0
1.004156,0.014784,0.019842,0,0,1,0
1.004965,0.016715,0.038038,0,0,1,0
1.004188,0.021256,-0.019974,0,0,1,0
1.003814,0.005213,0.008713,0,0,1,0
1.007087,0.068595,0.156205,0,0,1,0
1.00377,0.007252,0.007841,0,0,1,0
1.005937,0.00884,0.006883,0,0,1,0
1.004373,0.004614,0.003714,0,0,1,0
1.004532,0.010276,0.012023,0,0,1,0
1.003957,0.00642,-0.004178,0,0,1,0
1.004485,0.030561,0.072329,0,0,1,0
1.004862,0.012114,0.010439,0,0,1,0
1.013248,0.121033,0.127469,0,0,1,0
1.000142,0.001591,-0.000378,0,0,1,0
0.999713,0.00222,-0.001718,0,0,1,0
0.999328,0.002255,0.001277,0,0,1,0
0.998111,0.006355,-0.009863,0,0,1,0
0.998621,0.006327,0.003734,0,0,1,0
0.998513,0.002114,0.002899,0,0,1,0
0.998239,0.002129,-0.002925,0,0,1,0
0.998302,0.001703,0.001301,0,0,1,0
0.998363,0.001624,0.00131,0,0,1,0
0.998432,0.001749,0.001193,0,0,1,0
0.998424,0.001591,0.001118,0,0,1,0
0.998135,0.001667,0.001357,0,0,1,0
0.99793,0.001684,0.00133,0,0,1,0
0.998389,0.013515,0.016385,0,0,1,0
0.998246,0.001675,0.001388,0,0,1,0
0.998471,0.001661,0.001471,0,0,1,0
0.998155,0.001558,0.001346,0,0,1,0
0.998361,0.001576,0.001184,0,0,1,0
0.998437,0.001653,0.001373,0,0,1,0
0.998468,0.001603,0.001258,0,0,1,0
0.998449,0.00167,0.001332,0,0,1,0
0.998372,0.00163,0.001387,0,0,1,0
0.998285,0.001593,0.001284,0,0,1,0
0.998343,0.00162,0.001345,0,0,1,0
0.998246,0.001662,0.001418,0,0,1,0
0.998186,0.001664,0.001323,0,0,1,0
0.998192,0.001665,0.001372,0,0,1,0
0.998308,0.001618,0.001278,0,0,1,0
0.998185,0.001674,0.001274,0,0,1,0
0.998161,0.001652,0.001393,0,0,1,0
0.998313,0.001581,0.001264,0,0,1,0
0.997937,0.001956,0.001366,0,0,1,0
0.998241,0.001639,0.001294,0,0,1,0
0.998214,0.001659,0.001423,0,0,1,0
0.998163,0.001687,0.00126,0,0,1,0
0.998018,0.001585,0.001246,0,0,1,0
0.997805,0.002845,-0.001112,0,0,1,0
0.998014,0.001768,0.0013,0,0,1,0
0.998026,0.001749,0.001154,0,0,1,0
0.998043,0.001761,0.001329,0,0,1,0
0.998031,0.001826,0.001484,0,0,1,0
0.998231,0.001706,0.00121,0,0,1,0
0.99802,0.001775,0.00136,0,0,1,0
0.998034,0.00168,0.001282,0,0,1,0
0.998143,0.001731,0.001341,0,0,1,0
0.998214,0.001662,0.001228,0,0,1,0
0.998047,0.001711,0.001416,0,0,1,0
0.998036,0.001697,0.001336,0,0,1,0
0.998094,0.001728,0.00123,0,0,1,0
0.997304,0.001658,0.001109,0,0,1,0
0.997625,0.001478,0.001103,0,0,1,0
0.997339,0.001546,0.001189,0,0,1,0
0.997392,0.001561,0.001123,0,0,1,0
0.997371,0.001552,0.001228,0,0,1,0
0.997246,0.001546,0.001085,0,0,1,0
0.997254,0.00154,0.001147,0,0,1,0
0.997196,0.0016,0.001168,0,0,1,0
0.997274,0.001526,0.00112,0,0,1,0
0.997176,0.001624,0.001348,0,0,1,0
0.997235,0.001546,0.00118,0,0,1,0
0.997151,0.001562,0.001243,0,0,1,0
0.996964,0.001584,0.001255,0,0,1,0
0.997274,0.001585,0.0012,0,0,1,0
0.997179,0.001559,0.001134,0,0,1,0
0.997243,0.001593,0.001308,0,0,1,0
0.997134,0.001553,0.001238,0,0,1,0
0.996827,0.001591,0.001156,0,0,1,0
0.997051,0.00561,-0.005987,0,0,1,0
0.9974,0.001609,0.001326,0,0,1,0
0.997134,0.001622,0.001317,0,0,1,0
0.997543,0.001912,0.002625,0,0,1,0
0.997372,0.001565,0.001189,0,0,1,0
0.997311,0.001592,0.001154,0,0,1,0
0.997501,0.00174,0.001147,0,0,1,0
0.997385,0.001634,0.001258,0,0,1,0
0.997448,0.001603,0.001283,0,0,1,0
0.997784,0.006356,0.013022,0,0,1,0
0.998405,0.001716,0.001356,0,0,1,0
0.997693,0.001596,0.001182,0,0,1,0
0.997632,0.001653,0.001272,0,0,1,0
0.997524,0.001774,0.001428,0,0,1,0
0.997448,0.001687,0.001291,0,0,1,0
0.997604,0.001675,0.001269,0,0,1,0
0.997519,0.00177,0.001352,0,0,1,0
0.997513,0.001662,0.00129,0,0,1,0
0.997583,0.001635,0.001258,0,0,1,0
0.997376,0.001565,0.001266,0,0,1,0
0.996894,0.001559,0.001183,0,0,1,0
0.996813,0.001584,0.001184,0,0,1,0
0.996689,0.001579,0.001224,0,0,1,0
0.99669,0.001588,0.001154,0,0,1,0
0.996669,0.001637,0.00119,0,0,1,0
0.996699,0.001543,0.001326,0,0,1,0
0.996689,0.001591,0.001215,0,0,1,0
0.99682,0.001527,0.001139,0,0,1,0
0.996713,0.001696,0.001151,0,0,1,0
0.99693,0.001607,0.001246,0,0,1,0
0.996922,0.00163,0.001263,0,0,1,0
0.996968,0.001571,0.001143,0,0,1,0
0.996846,0.001581,0.001195,0,0,1,0
0.997014,0.001515,0.00116,0,0,1,0
0.996847,0.00154,0.001069,0,0,1,0
0.996707,0.001642,0.001297,0,0,1,0
0.996789,0.001592,0.001206,0,0,1,0
0.996753,0.001609,0.001258,0,0,1,0
0.996782,0.001688,0.001352,0,0,1,0
0.996744,0.00193,-0.001086,0,0,1,0
0.996874,0.00157,0.001122,0,0,1,0
0.996799,0.001682,0.001342,0,0,1,0
0.996924,0.001646,0.001156,0,0,1,0
0.996793,0.001643,0.001279,0,0,1,0
0.996932,0.001597,0.001233,0,0,1,0
0.996988,0.001582,0.000992,0,0,1,0
0.996878,0.001695,0.001395,0,0,1,0
0.996865,0.001661,0.001193,0,0,1,0
0.996896,0.001558,0.001188,0,0,1,0
0.996814,0.001569,0.001044,0,0,1,0
0.996894,0.001613,0.001282,0,0,1,0
0.996469,0.001624,0.001212,0,0,1,0
0.996794,0.001569,0.001159,0,0,1,0
0.996766,0.001678,0.001169,0,0,1,0
0.996531,0.001651,0.001204,0,0,1,0
0.996609,0.001589,0.001175,0,0,1,0
0.996597,0.001592,0.001231,0,0,1,0
0.996599,0.001573,0.001268,0,0,1,0
0.99674,0.00161,0.001215,0,0,1,0
0.996836,0.001582,0.001166,0,0,1,0
0.99684,0.001642,0.001212,0,0,1,0
0.996788,0.001591,0.001282,0,0,1,0
0.996845,0.001622,0.00127,0,0,1,0
0.997013,0.001567,0.001263,0,0,1,0
0.996796,0.001498,0.001119,0,0,1,0
0.996536,0.001518,0.001212,0,0,1,0
0.996731,0.001438,0.00095,0,0,1,0
0.996882,0.001508,0.001196,0,0,1,0
0.996892,0.001476,0.000933,0,0,1,0
0.997265,0.001398,0.000904,0,0,1,0
0.997378,0.001364,0.00083,0,0,1,0
0.997399,0.001366,0.000862,0,0,1,0
0.997539,0.001318,0.000743,0,0,1,0
0.997505,0.00138,0.000921,0,0,1,0
0.997486,0.001368,0.000899,0,0,1,0
0.99746,0.001374,0.000948,0,0,1,0
0.997367,0.00143,0.001073,0,0,1,0
0.997374,0.001332,0.00083,0,0,1,0
0.997805,0.004377,0.004821,0,0,1,0
0.998594,0.001404,0.001054,0,0,1,0
0.998604,0.001336,0.00088,0,0,1,0
0.998471,0.001446,0.001168,0,0,1,0
0.998413,0.001475,0.001131,0,0,1,0
0.998227,0.00145,0.001206,0,0,1,0
0.998277,0.00138,0.001059,0,0,1,0
0.99824,0.001336,0.000937,0,0,1,0
0.998136,0.002631,0.00452,0,0,1,0
0.998011,0.001358,0.000841,0,0,1,0
0.99833,0.001231,0.00085,0,0,1,0
0.998276,0.001755,0.002242,0,0,1,0
0.998109,0.001426,0.001007,0,0,1,0
0.998036,0.001404,0.000995,0,0,1,0
0.997932,0.001495,0.001174,0,0,1,0
0.997759,0.00144,0.001032,0,0,1,0
0.997984,0.001524,0.000942,0,0,1,0
0.997659,0.001646,-0.001237,0,0,1,0
0.997819,0.001466,0.001151,0,0,1,0
0.997763,0.001563,0.00118,0,0,1,0
0.997726,0.001597,0.001156,0,0,1,0
0.997832,0.001597,0.001159,0,0,1,0
0.997681,0.001529,0.001115,0,0,1,0
0.997708,0.001576,0.001161,0,0,1,0
0.997692,0.001565,0.001262,0,0,1,0
0.997579,0.001676,0.001239,0,0,1,0
0.997712,0.001514,0.00105,0,0,1,0
0.997632,0.001663,0.001167,0,0,1,0
0.999116,0.004261,-0.010746,0,0,1,0
0.999133,0.001529,0.001326,0,0,1,0
0.999357,0.001444,0.001059,0,0,1,0
0.998865,0.001611,0.001515,0,0,1,0
0.99836,0.002776,0.004117,0,0,1,0
0.99842,0.005623,0.00494,0,0,1,0
0.99825,0.002167,0.002153,0,0,1,0
0.998514,0.005339,-0.009716,0,0,1,0
0.998453,0.001612,0.001079,0,0,1,0
0.998653,0.002139,0.000903,0,0,1,0
0.998634,0.002027,-0.00132,0,0,1,0
0.998635,0.001429,0.001023,0,0,1,0
0.998773,0.001397,0.001057,0,0,1,0
0.998806,0.001397,0.000909,0,0,1,0
0.998739,0.00141,0.000994,0,0,1,0
0.998775,0.001434,0.001015,0,0,1,0
0.99886,0.001506,0.000982,0,0,1,0
0.998892,0.001568,0.00086,0,0,1,0
0.998906,0.001613,0.00103,0,0,1,0
0.998609,0.001651,0.000914,0,0,1,0
0.998976,0.001527,0.000872,0,0,1,0
0.998877,0.001616,0.000997,0,0,1,0
0.998816,0.001509,0.000928,0,0,1,0
1.00051,0.124447,0.250468,0,1,0,0
1.002526,0.023941,0.016682,0,0,1,0
1.002328,0.009398,-0.017504,0,0,1,0
1.002045,0.014862,0.008066,0,0,1,0
1.002369,0.009384,-0.006793,0,0,1,0
1.004641,0.057415,0.068124,0,0,1,0
1.002821,0.040718,-0.050999,0,0,1,0
1.003611,0.041822,0.061076,0,0,1,0
1.003065,0.030027,0.032791,0,0,1,0
1.004264,0.049497,0.038658,0,0,1,0
1.004542,0.032336,0.038577,0,0,1,0
1.003556,0.033949,0.035299,0,0,1,0
1.003046,0.001296,0.001893,0,0,1,0
1.004529,0.036807,0.019099,0,0,1,0
1.00568,0.042688,0.038889,1,0,0,1
1.008413,0.067646,0.117209,0,0,1,1
1.003824,0.007818,0.0064,0,0,1,1
1.003416,0.018388,0.028789,0,0,1,1
1.003888,0.030958,0.017549,0,0,1,1
1.003509,0.011439,-0.012724,0,0,1,1
1.004496,0.01659,0.011823,0,0,1,1
1.004015,0.014602,-0.016423,0,0,1,1
1.003958,0.024972,-0.016194,0,0,1,1
1.003868,0.021362,-0.014927,0,0,1,1
1.004141,0.019383,0.018426,0,0,1,1
1.004324,0.022964,-0.019799,0,0,1,1
1.004352,0.043379,0.009245,0,0,1,1
1.005582,0.07496,0.124942,0,0,1,1
1.005155,0.024147,-0.020621,0,0,1,1
1.007158,0.071594,0.084785,0,0,1,1
1.003743,0.00109,0.00072,0,0,1,1
1.003384,0.000974,-0.000346,0,0,1,1
1.003167,0.00128,0.001744,0,0,1,1
1.025744,0.155222,0.201294,0,0,1,1
1.003364,0.060472,0.066805,1,0,0,0
1.001416,0.033875,0.026736,0,0,1,0
1.002393,0.043292,0.046794,0,0,1,0
1.001835,0.017529,0.007391,0,0,1,0
1.00415,0.04052,-0.038081,0,0,1,0
1.00523,0.097546,0.147033,0,0,1,0
1.075516,0.284645,0.32256,0,0,1,0
1.003777,0.078888,0.145907,0,0,1,0
1.002708,0.001147,0.000974,0,0,1,1
1.002525,0.001329,-0.001838,0,0,1,1
1.00241,0.001577,0.002021,0,0,1,1
1.006001,0.080219,0.139571,0,0,1,1
1.002401,0.00114,-0.001022,0,0,1,1
1.002481,0.000984,0.000211,0,0,1,1
0.998539,0.002254,0.003728,0,0,1,1
0.998801,0.001099,-0.00046,0,0,1,1
0.998748,0.001079,0.000341,0,0,1,1
0.998847,0.001048,-0.000429,0,0,1,1
0.998905,0.001402,-0.001632,0,0,1,1
0.999029,0.001494,0.002508,0,0,1,1
0.998788,0.001522,-0.002195,0,0,1,1
0.998928,0.001289,-0.001948,0,0,1,1
0.99915,0.001138,-0.000762,0,0,1,1
0.999861,0.001433,0.002152,0,0,1,1
1.002377,0.014396,0.007574,0,0,1,1
0.999514,0.001038,0.000531,0,0,1,1
0.999257,0.001124,-0.000742,0,0,1,1
0.999457,0.000992,-0.000636,0,0,1,1
0.999172,0.001088,0.000494,0,0,1,1
0.999304,0.001003,-0.000475,0,0,1,1
1.00172,0.03824,0.033658,0,0,1,1
1.030782,0.228429,0.425592,0,0,1,1
1.068184,0.47163,0.468361,0,0,1,0
1.027928,0.31748,0.268698,0,0,1,0
1.041965,0.341348,0.318351,0,0,1,0
1.067176,0.376289,0.305953,0,0,1,0
1.000393,0.01203,0.006723,0,0,1,1
0.99964,0.001238,0.00075,0,0,1,1
0.99923,0.002095,-0.00333,0,0,1,1
0.999102,0.00297,-0.005414,0,0,1,1
0.999115,0.001114,-0.000651,0,0,1,1
0.998947,0.001465,-0.000882,0,0,1,1
1.00261,0.03529,0.037526,0,0,1,1
1.000708,0.028571,0.076432,1,0,0,1
0.99854,0.03359,0.048638,1,0,0,1
1.001414,0.074438,0.147437,0,0,1,1
0.998803,0.003079,-0.004928,0,0,1,1
0.998933,0.001347,0.001059,0,0,1,1
0.998921,0.001513,-0.001572,0,0,1,1
0.998706,0.001584,0.001819,0,0,1,1
0.998711,0.002067,0.002428,0,0,1,1
0.998666,0.001344,-0.001155,0,0,1,1
0.998775,0.001582,-0.0013,0,0,1,1
0.998743,0.001469,-0.000956,0,0,1,1
0.998678,0.001682,0.001757,0,0,1,1
0.998792,0.001766,0.002623,0,0,1,1
0.998595,0.001921,-0.002423,0,0,1,1
0.998795,0.004104,0.010489,0,0,1,1
0.998605,0.002457,0.001746,1,0,0,1
1.002585,0.021228,0.019267,1,0,0,1
0.998801,0.002615,-0.002343,0,0,1,1
0.99919,0.00215,0.002013,0,0,1,1
0.999072,0.00107,-0.000493,0,0,1,1
0.999051,0.003669,0.005889,0,0,1,1
0.99876,0.001369,0.001662,0,0,1,1
0.998688,0.001756,-0.002336,0,0,1,1
0.998798,0.002496,-0.005957,0,0,1,1
0.998989,0.002166,0.001503,0,0,1,1
0.999041,0.002991,0.005779,0,0,1,1
0.998986,0.001953,0.002927,0,0,1,1
0.998942,0.002268,-0.00378,0,0,1,1
0.998921,0.00121,-0.000671,0,0,1,1
0.999076,0.001392,-0.001194,0,0,1,1
0.998867,0.003092,-0.005144,0,0,1,1
0.998946,0.001623,0.001331,0,0,1,1
0.999121,0.002879,-0.003859,0,0,1,1
0.999054,0.001434,-0.001278,0,0,1,1
0.999282,0.001475,-0.00204,0,0,1,1
0.999451,0.001314,0.001805,0,0,1,1
0.999395,0.0029,-0.005258,0,0,1,1
0.999349,0.00124,0.000654,0,0,1,1
0.999084,0.00191,-0.003218,0,0,1,1
0.999076,0.002158,-0.004057,0,0,1,1
0.999142,0.001271,-0.000461,0,0,1,1
0.99925,0.001745,0.002501,0,0,1,1
0.999045,0.001303,-0.00157,0,0,1,1
0.999094,0.002539,0.004411,0,0,1,1
0.999363,0.003467,0.007651,0,0,1,1
