index,f_acc_p25,f_acc_p50,f_acc_p75,f_acc_vEnt,f_acc_tEnt,f_acc_acPer,f_acc_accNor,f_gyr_mean,f_gyr_std,f_gyr_p25,f_gyr_p50,f_gyr_p75,f_gyr_vEnt,f_gyr_acPer,f_gyr_acNor,f_loc_latStd,f_loc_longStd,f_loc_latChg,f_loc_longChg,f_loc_latAbsDv,f_loc_longAbsDv,f_aud_AbsMax,b_appSt_Act,b_appSt_InAct,b_appSt_Bkg,b_appSt_Miss,b_battPlg_Ac,b_battPlg_Usb,b_battPlg_Wrls,b_battPlg_Miss,b_battSt_Unk,b_battSt_Unplg,b_battSt_NtChrg,b_battSt_DsChrg,b_battSt_Chrg,b_battSt_Full,b_battSt_Miss,b_onPhn_F,b_onPhn_T,b_onPhn_Miss,b_ringMd_Norm,b_ringMd_silNV,b_ringMd_silV,b_ringMd_Miss,b_wifiSt_nr,b_wifiSt_rWifi,b_wifiSt_rWwan,b_wifiSt_Miss,b_time_0_6,b_time_6_12,b_time_12_18,b_time_18_24,b_time_3_9,b_time_9_15,b_time_15_21,b_time_21_3,b_class_home
3575,1.009938,1.012051,1.01405,1.527352,6.684606,0.422444,0.105595,0.001658,0.000757,0.001134,0.001598,0.002051,2.072487,1.030967,0.098263,3.6e-05,2e-06,7.5e-05,3e-06,6e-06,0.0,10.103526,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3576,0.997777,0.998645,0.999662,2.602006,6.684611,7.251989,0.087391,0.002735,0.001377,0.001713,0.002556,0.003679,2.607501,1.924538,0.300379,3e-06,8e-06,-5e-06,-1.6e-05,0.0,0.0,-2.597685,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
3577,0.988437,0.98961,0.990955,2.532837,6.68461,0.796863,0.09064,0.018516,0.00083,0.017964,0.018496,0.019065,2.501357,5.021014,0.104631,,,,,,,5.840642,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
3578,0.990146,0.991512,0.992855,0.686208,6.684599,0.09961,0.305315,0.020148,0.00182,0.0193,0.02008,0.020858,1.442191,0.079692,0.484601,,,,,,,10.248211,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
3579,1.006475,1.025237,1.060346,1.463274,6.673473,0.28163,0.239086,0.905819,1.419629,0.091432,0.41179,1.067847,1.511185,4.677069,0.022968,3.9e-05,2.1e-05,-4e-05,-4.3e-05,1.8e-05,1.2e-05,10.323447,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
3580,0.993005,1.001446,1.013388,1.47248,6.683848,1.241952,0.125111,0.160865,0.161297,0.044151,0.105981,0.216868,2.246311,0.0,0.0,0.000459,0.001174,0.000122,6.9e-05,0.004853,0.012149,-1.353274,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
3581,1.027559,1.028818,1.02994,1.458128,6.684608,5.559295,0.141797,0.017262,0.001003,0.016659,0.017294,0.017867,1.770732,2.411171,0.069142,,,,,,,8.739536,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
3582,0.997273,0.99829,0.999503,0.926155,6.684598,10.726462,0.160113,0.002707,0.002898,0.001353,0.001912,0.002852,1.465025,8.896138,0.143394,4e-06,3e-06,-8e-06,9e-06,7.1e-05,0.000153,-1.010176,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True
3583,0.986,0.987136,0.988185,0.543609,6.6845,1.075814,0.130736,0.044139,0.096885,0.018422,0.019639,0.0233,0.588976,4.980619,0.010435,,,,,,,10.344642,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
3584,0.986718,0.98831,0.989967,2.023611,6.684607,0.557976,0.102673,0.018456,0.003152,0.017067,0.018009,0.019154,1.486274,3.367601,0.21037,,,,,,,9.674452,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
3585,0.979652,0.981453,0.983224,1.994922,6.68455,0.059774,0.775791,0.023623,0.001126,0.022911,0.02356,0.024429,2.49636,0.318757,0.183966,,,,,,,9.836386,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
3586,1.01785,1.019907,1.022235,1.311608,6.684599,1.233587,0.087924,0.025444,0.014414,0.018297,0.021911,0.027444,1.720302,5.319336,0.056945,,,,,,,10.01297,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3587,0.980273,0.981433,0.982576,2.471378,6.68461,2.470931,0.093211,0.02418,0.000854,0.02357,0.024154,0.024793,2.638681,5.079985,0.096673,,,,,,,5.393628,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
3588,0.954559,0.99636,1.03438,2.275155,6.682203,0.139324,0.260589,0.15692,0.144704,0.065514,0.114498,0.19861,1.704994,1.753103,0.122443,,,,,,,10.316557,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
3589,0.979409,0.985622,0.991915,0.999329,6.684223,0.139478,0.137278,0.347457,0.562385,0.052162,0.099169,0.448879,1.279688,4.144418,0.04812,,,,,,,10.351565,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
3590,1.018285,1.020241,1.022338,2.370886,6.684606,0.080466,0.13604,0.002648,0.004553,0.001084,0.001613,0.002386,0.639972,3.721539,0.01658,1.8e-05,2.3e-05,3.4e-05,-7.6e-05,6e-06,1.1e-05,7.803435,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
3591,0.999289,1.000503,1.001903,2.453351,6.68461,0.231124,0.590115,0.002462,0.001218,0.001509,0.002201,0.003175,2.557175,0.04999,0.426584,1e-06,3e-06,-1e-06,7e-06,0.0,0.0,-2.651211,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
3592,0.987863,0.989478,0.991167,1.839776,6.684608,3.128366,0.108167,0.021846,0.006819,0.017383,0.020518,0.024616,2.089818,2.94866,0.108208,,,,,,,8.139149,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
3593,0.990328,0.994696,0.999453,0.848213,6.682594,3.175313,0.188437,0.511736,0.587508,0.095373,0.221205,0.820354,2.027004,2.94996,0.154917,0.000237,5.3e-05,-0.000137,-9.6e-05,0.00042,8.1e-05,10.349359,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
3594,1.000684,1.00153,1.002334,1.812045,6.684611,1.790353,0.144597,0.001393,0.000627,0.000846,0.001364,0.001854,2.475476,1.398846,0.069813,0.001566,0.000589,-3.3e-05,3.5e-05,0.011512,0.004288,-1.445536,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
3595,1.000575,1.001263,1.001971,1.650106,6.684611,3.557385,0.08705,0.001946,0.002682,0.001058,0.001696,0.002184,0.269994,4.372116,0.04841,0.000956,0.002632,1e-06,0.0,0.010309,0.028364,-0.629492,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
3596,0.986483,0.987535,0.988753,2.605662,6.68461,1.095942,0.096661,0.022776,0.000854,0.022232,0.022732,0.02336,2.654828,0.179309,0.095065,,,,,,,6.651572,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3597,0.947198,1.001856,1.18719,2.040093,6.623906,1.139658,0.456729,1.314442,1.165867,0.239961,1.090282,1.9252,2.477667,7.370951,0.022444,0.000107,0.000151,-0.000238,-0.000252,6.8e-05,0.000108,10.335595,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3598,1.017462,1.019054,1.021076,2.486666,6.684608,1.290012,0.108049,0.002578,0.000767,0.002029,0.002547,0.003021,2.572565,5.129686,0.084953,,,,,,,9.601842,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
3599,0.997921,0.998543,0.999255,2.437332,6.684611,1.328439,0.083939,0.001492,0.000674,0.001022,0.001396,0.001884,2.269653,1.648753,0.09635,,,,,,,-2.240611,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
3600,0.956279,0.993258,1.029723,2.535184,6.683108,0.119565,0.220077,0.149668,0.106873,0.068673,0.12546,0.200791,2.233084,3.048908,0.109822,,,,,,,10.344995,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
3601,0.999918,1.000599,1.001316,2.657445,6.684611,0.693434,0.153918,0.001635,0.000764,0.001141,0.001487,0.002152,2.450244,1.024799,0.112627,0.000464,0.001791,-3.3e-05,4e-06,0.010179,0.039798,-2.654079,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
3602,0.990244,0.993599,0.997995,0.996186,6.68303,6.195848,0.277423,0.452074,0.641099,0.044584,0.137215,0.620426,1.729565,5.5823,0.176514,2.2e-05,2.9e-05,-1.1e-05,5.2e-05,3e-06,3e-06,9.930665,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
3603,0.980668,0.981889,0.982967,2.542709,6.68461,0.458307,0.086567,0.023935,0.000908,0.023322,0.02394,0.024577,2.595704,0.697296,0.083532,,,,,,,5.361292,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
3604,1.01449,1.015747,1.017039,2.646394,6.68461,2.833716,0.122785,0.016279,0.000934,0.015667,0.016274,0.016873,2.491636,2.11504,0.100583,,,,,,,8.946375,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3605,0.973261,0.993166,1.007683,1.185219,6.681107,1.39324,0.438774,0.469997,0.37828,0.192359,0.337313,0.655676,2.416607,4.602225,0.011218,,,,,,,10.219028,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
3606,0.93889,0.994069,1.047368,2.435828,6.680836,0.278971,0.285355,0.693512,0.498634,0.293259,0.505607,1.09597,2.640521,0.0,0.0,,,,,,,9.69184,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3607,0.996674,0.997875,0.99904,2.551015,6.68461,0.936633,0.099543,0.016006,0.000952,0.015387,0.016043,0.016651,2.506306,0.219141,0.120339,,,,,,,5.236442,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
3608,1.001089,1.001729,1.002387,2.300502,6.684611,1.155201,0.151661,0.00143,0.000648,0.001019,0.00133,0.001768,2.506909,0.674488,0.101157,0.000953,0.002631,3e-06,-3e-06,0.006474,0.017857,-1.489255,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
3609,0.986924,0.988062,0.989251,2.395557,6.68461,0.238901,0.089645,0.01693,0.000849,0.016352,0.016938,0.017522,2.510339,2.410587,0.087187,,,,,,,5.267858,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3610,1.020207,1.022318,1.024374,2.25748,6.684607,0.629906,0.090003,0.007619,0.006546,0.003527,0.005799,0.009393,1.879023,2.65465,0.177356,2.8e-05,3.9e-05,5.8e-05,9.9e-05,2.4e-05,1.2e-05,10.318045,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
3611,0.941903,1.002122,1.073945,1.564843,6.648264,1.07611,0.279495,1.377404,1.072372,0.650803,1.087328,1.684162,2.162791,4.940711,0.134296,,,,,,,10.362051,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
3612,1.019277,1.020545,1.02178,2.452669,6.68461,1.952815,0.112498,0.018131,0.000871,0.01757,0.018146,0.018728,2.555647,0.35864,0.080718,,,,,,,10.226513,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
3613,1.003527,1.004236,1.004998,2.15742,6.684611,0.433201,0.1319,0.001529,0.000774,0.001055,0.001474,0.001944,2.061143,1.324025,0.091766,0.001553,0.000562,-5.2e-05,0.000164,0.012974,0.004507,-3.961267,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
3614,0.988686,0.989826,0.991058,0.735084,6.684605,0.199093,0.207415,0.018639,0.000858,0.018041,0.018654,0.019202,2.581624,1.295154,0.084645,,,,,,,9.478151,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
3615,1.018097,1.024985,1.037309,1.137704,6.681186,0.945471,0.114916,0.305021,0.685626,0.003267,0.006188,0.217238,0.943773,0.0,0.0,0.000163,1.7e-05,0.000651,-5.2e-05,1.7e-05,7e-06,10.347564,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
3616,0.991384,0.992539,0.993667,1.651453,6.684609,0.11561,0.123063,0.012443,0.024892,0.004518,0.006308,0.008833,0.874831,0.0,0.0,1.3e-05,3e-06,-2.7e-05,6e-06,1e-06,0.0,-2.625037,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
3617,1.012801,1.014438,1.016014,0.25336,6.683111,4.921898,0.279534,0.083158,0.510808,0.014605,0.015437,0.016451,0.140858,4.961773,0.000411,,,,,,,10.359075,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
3618,0.978647,0.98007,0.98157,2.544881,6.684609,1.418284,0.106009,0.004036,0.001256,0.003135,0.003978,0.004813,2.664864,3.972995,0.25464,3.6e-05,2e-05,-6.4e-05,4e-06,7e-06,8e-06,8.111928,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
3619,0.987165,0.988373,0.989559,2.540498,6.68461,1.095831,0.100708,0.021216,0.000857,0.020656,0.021227,0.021787,2.632342,0.57787,0.107458,,,,,,,5.09375,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
3620,0.997021,0.998499,0.999951,0.236459,6.683902,0.996418,0.144966,0.050698,0.170949,0.021539,0.022529,0.023451,0.261462,0.0,0.0,,,,,,,10.298027,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
3621,0.99711,1.017685,1.042499,1.477013,6.682222,3.741831,0.115771,0.325357,0.513901,0.096615,0.194499,0.369791,0.865175,7.889189,0.10172,,,,,,,10.15448,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
3622,1.016039,1.017242,1.018472,0.730758,6.684601,0.079708,0.384153,0.017947,0.004994,0.016919,0.017528,0.018113,0.631552,3.506657,0.019257,,,,,,,10.283942,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
3623,0.981145,0.982628,0.984175,1.315869,6.684596,0.199227,0.484051,0.046895,0.057831,0.023596,0.025975,0.046417,1.226498,1.812281,0.00448,,,,,,,9.908475,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
3624,0.992915,0.994033,0.995266,2.556979,6.68461,2.350928,0.088583,0.017828,0.000866,0.017227,0.017893,0.018394,2.554986,2.710063,0.093764,,,,,,,6.035481,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
3625,1.021877,1.023985,1.026236,1.456976,6.684596,0.523027,0.155227,0.028489,0.057588,0.005745,0.008961,0.015439,0.990388,4.174159,0.004039,,,,,,,10.106877,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
3626,0.885664,1.018977,1.154357,2.452494,6.658221,0.603493,0.418777,0.79279,0.718038,0.366085,0.56624,0.934701,1.888426,7.065895,0.022757,6.9e-05,0.000157,-8.5e-05,0.000125,5.7e-05,0.000154,10.332604,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3627,1.022495,1.026122,1.031689,1.015694,6.677386,1.408149,0.237561,0.430868,0.973939,0.005938,0.013828,0.402061,0.748914,4.423967,0.005686,0.001116,0.001872,0.002576,0.004324,0.000159,0.000267,10.35434,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3628,1.015391,1.028146,1.040035,2.129028,6.6844,3.334349,0.119829,0.2367,0.17453,0.071509,0.190229,0.403015,2.63229,0.0,0.0,0.000222,2.2e-05,-0.000449,-3e-05,3.5e-05,1.8e-05,10.329115,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3629,1.000224,1.000893,1.00159,0.514398,6.684603,0.924525,0.028089,0.001604,0.000857,0.001175,0.001459,0.002053,1.5073,1.599699,0.113395,0.000467,0.001787,-1.6e-05,4.1e-05,0.007004,0.027024,-2.586777,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
3630,0.83935,0.970983,1.155346,2.347109,6.653809,0.549475,0.556339,0.615529,0.321475,0.369636,0.558127,0.826017,2.530825,9.644921,0.091882,4.3e-05,9.8e-05,5.8e-05,0.000344,0.00019,0.000391,-0.773685,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
3631,1.01346,1.015052,1.016916,2.507765,6.684608,1.015816,0.109122,0.001432,0.000676,0.000952,0.001356,0.001786,2.404452,1.782786,0.103081,2e-06,1e-06,5e-06,-2e-06,0.0,0.0,10.056337,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
3632,1.00185,1.018191,1.03421,2.32416,6.684277,1.514544,0.135963,0.265593,0.229076,0.117164,0.20142,0.332317,2.151525,5.060586,0.182235,,,,,,,9.083075,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
3633,0.902139,0.990052,1.122864,2.305437,6.65728,1.076041,0.566092,1.141446,0.408652,0.863953,1.1126,1.358372,2.578746,1.076041,0.474226,,,,,,,8.959697,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3634,0.998101,0.999046,0.999843,2.568925,6.684611,3.14922,0.131866,0.001726,0.000918,0.001141,0.001653,0.002144,1.794604,5.748977,0.089777,0.001535,0.000538,7.4e-05,-3.3e-05,0.030709,0.011014,-2.125577,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
3635,0.982292,0.983455,0.984598,2.523653,6.68461,2.509002,0.088253,0.022327,0.000856,0.021782,0.022305,0.022858,2.511782,1.554009,0.094108,,,,,,,5.869297,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3636,1.011067,1.012331,1.013549,2.532304,6.68461,2.770229,0.079027,0.016478,0.000912,0.015856,0.016539,0.017129,2.593573,3.248101,0.109289,,,,,,,7.409136,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
3637,1.001386,1.002418,1.003484,1.438233,6.684607,0.086652,0.421886,0.001782,0.002675,0.001154,0.001551,0.00216,0.107619,0.399711,0.083091,0.000429,0.001154,-7.2e-05,-0.000194,0.003184,0.00856,-1.327126,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
3638,1.022569,1.024652,1.026545,2.188563,6.684607,0.201167,0.101896,0.007173,0.011445,0.00232,0.003755,0.006402,1.266356,4.199307,0.020665,0.0,0.0,0.0,0.0,0.0,0.0,9.960954,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
3639,0.989991,0.991101,0.992342,2.609012,6.68461,0.059719,0.091874,0.016818,0.001691,0.015889,0.016648,0.017595,1.925738,1.713439,0.100859,,,,,,,9.010669,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
3640,1.015402,1.016555,1.017725,2.416822,6.68461,1.195769,0.088857,0.0173,0.0009,0.01668,0.017275,0.017896,2.53665,0.498154,0.090772,,,,,,,8.764834,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
3641,1.019226,1.021258,1.023622,0.29531,6.683872,3.064901,0.003654,0.002875,0.003423,0.001531,0.002142,0.002779,1.263278,10.498944,0.014889,2.2e-05,6e-06,-8.2e-05,-1e-06,4e-06,3e-06,8.931816,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
3642,1.001684,1.002331,1.002897,0.736724,6.68461,0.057764,0.20636,0.001432,0.000621,0.00104,0.001365,0.001769,2.304476,2.897948,0.1108,0.000958,0.002638,-7e-06,2.7e-05,0.006431,0.017737,-1.368501,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
3643,1.016159,1.017383,1.018602,2.591594,6.68461,0.278996,0.097878,0.014737,0.000868,0.014149,0.014737,0.015337,2.490495,0.816963,0.086884,,,,,,,7.762596,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
3644,1.001597,1.002239,1.002866,2.133594,6.684611,0.231094,0.117429,0.001436,0.000624,0.000918,0.001403,0.001832,2.582968,7.720175,0.090984,0.00047,0.001777,1.4e-05,-3.5e-05,0.003348,0.012587,-3.611474,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
3645,1.01245,1.013769,1.015154,2.041533,6.684609,1.614059,0.129326,0.02253,0.009658,0.016945,0.02034,0.02494,2.022459,7.233345,0.202943,,,,,,,7.68708,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3646,1.006183,1.017706,1.029349,1.99315,6.68419,0.757215,0.211385,0.119057,0.136703,0.049427,0.077511,0.139951,1.436046,5.858449,0.128153,,,,,,,9.889642,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
3647,1.000417,1.00116,1.001837,1.292528,6.684611,0.173315,0.087196,0.001465,0.00063,0.000903,0.00136,0.001869,2.576173,2.898057,0.072681,0.000944,0.002591,6e-06,-7e-06,0.005725,0.015686,-0.064574,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
3648,1.010055,1.018971,1.029232,2.566821,6.684431,0.258832,0.738194,0.080559,0.048111,0.042876,0.069649,0.110631,2.56418,2.132136,0.217975,,,,,,,8.663196,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True
3649,0.981134,0.982237,0.983425,2.508193,6.68461,0.676951,0.096813,0.023393,0.001227,0.022602,0.02341,0.024258,2.473679,0.358694,0.273323,,,,,,,5.872118,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
3650,0.997041,0.998273,0.999432,2.524463,6.68461,1.135771,0.118816,0.017327,0.000937,0.016693,0.017261,0.017951,2.1667,1.076035,0.082049,,,,,,,6.598509,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True
3651,1.0292,1.031845,1.034378,2.177196,6.6846,0.424111,0.127728,0.025673,0.033671,0.007575,0.015131,0.029441,1.611399,8.788612,0.145903,0.0,0.0,0.0,0.0,0.0,0.0,8.88986,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
3652,0.981454,0.983466,0.9854,0.304635,6.684443,0.079704,0.13509,0.021311,0.003686,0.020152,0.020882,0.021874,0.808621,5.459319,0.313731,,,,,,,10.355518,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
